0.00125	0.352
0.0025	0.366
0.00375	0.381
0.005	0.4
0.00625	0.41
0.0075	0.425
0.00875	0.43
0.01	0.43
0.01125	0.42
0.0125	0.41
0.01375	0.4
0.015	0.376
0.01625	0.356
0.0175	0.327
0.01875	0.293
0.02	0.269
0.02125	0.229
0.0225	0.2
0.02375	0.156
0.025	0.107
0.02625	0.049
0.0275	0
0.02875	-0.059
0.03	-0.112
0.03125	-0.161
0.0325	-0.195
0.03375	-0.215
0.035	-0.229
0.03625	-0.273
0.0375	-0.308
0.03875	-0.347
0.04	-0.381
0.04125	-0.41
0.0425	-0.435
0.04375	-0.449
0.045	-0.459
0.04625	-0.454
0.0475	-0.449
0.04875	-0.435
0.05	-0.405
0.05125	-0.371
0.0525	-0.342
0.05375	-0.308
0.055	-0.273
0.05625	-0.244
0.0575	-0.205
0.05875	-0.176
0.06	-0.146
0.06125	-0.117
0.0625	-0.103
0.06375	-0.078
0.065	-0.054
0.06625	-0.034
0.0675	-0.02
0.06875	-0.01
0.07	0.024
0.07125	0.054
0.0725	0.093
0.07375	0.107
0.075	0.127
0.07625	0.137
0.0775	0.151
0.07875	0.146
0.08	0.146
0.08125	0.166
0.0825	0.161
0.08375	0.156
0.085	0.151
0.08625	0.142
0.0875	0.132
0.08875	0.117
0.09	0.112
0.09125	0.107
0.0925	0.088
0.09375	0.059
0.095	0.044
0.09625	0.024
0.0975	-0.005
0.09875	-0.029
0.1	-0.063
0.10125	-0.093
0.1025	-0.122
0.10375	-0.161
0.105	-0.19
0.10625	-0.22
0.1075	-0.249
0.10875	-0.269
0.11	-0.283
0.11125	-0.269
0.1125	-0.244
0.11375	-0.2
0.115	-0.181
0.11625	-0.161
0.1175	-0.142
0.11875	-0.103
0.12	-0.034
0.12125	0.044
0.1225	0.098
0.12375	0.132
0.125	0.161
0.12625	0.19
0.1275	0.215
0.12875	0.234
0.13	0.249
0.13125	0.273
0.1325	0.278
0.13375	0.288
0.135	0.278
0.13625	0.269
0.1375	0.259
0.13875	0.249
0.14	0.239
0.14125	0.225
0.1425	0.215
0.14375	0.195
0.145	0.186
0.14625	0.19
0.1475	0.181
0.14875	0.176
0.15	0.181
0.15125	0.195
0.1525	0.205
0.15375	0.205
0.155	0.181
0.15625	0.151
0.1575	0.132
0.15875	0.112
0.16	0.054
0.16125	0.01
0.1625	0
0.16375	-0.029
0.165	-0.063
0.16625	-0.088
0.1675	-0.112
0.16875	-0.142
0.17	-0.176
0.17125	-0.215
0.1725	-0.244
0.17375	-0.264
0.175	-0.273
0.17625	-0.288
0.1775	-0.298
0.17875	-0.283
0.18	-0.288
0.18125	-0.283
0.1825	-0.273
0.18375	-0.278
0.185	-0.264
0.18625	-0.239
0.1875	-0.22
0.18875	-0.195
0.19	-0.181
0.19125	-0.146
0.1925	-0.117
0.19375	-0.098
0.195	-0.083
0.19625	-0.073
0.1975	-0.054
0.19875	-0.044
0.2	-0.034
0.20125	-0.029
0.2025	-0.024
0.20375	-0.02
0.205	-0.02
0.20625	-0.015
0.2075	-0.01
0.20875	0
0.21	0.015
0.21125	0.029
0.2125	0.049
0.21375	0.059
0.215	0.068
0.21625	0.088
0.2175	0.103
0.21875	0.112
0.22	0.127
0.22125	0.127
0.2225	0.132
0.22375	0.127
0.225	0.122
0.22625	0.117
0.2275	0.103
0.22875	0.093
0.23	0.083
0.23125	0.083
0.2325	0.083
0.23375	0.078
0.235	0.078
0.23625	0.078
0.2375	0.073
0.23875	0.068
0.24	0.068
0.24125	0.068
0.2425	0.068
0.24375	0.073
0.245	0.073
0.24625	0.073
0.2475	0.068
0.24875	0.063
0.25	0.068
0.25125	0.063
0.2525	0.059
0.25375	0.063
0.255	0.059
0.25625	0.049
0.2575	0.049
0.25875	0.049
0.26	0.034
0.26125	0.029
0.2625	0.029
0.26375	0.034
0.265	0.039
0.26625	0.034
0.2675	0.034
0.26875	0.029
0.27	0.024
0.27125	0.02
0.2725	0.015
0.27375	0.01
0.275	0
0.27625	-0.005
0.2775	-0.01
0.27875	-0.015
0.28	-0.015
0.28125	-0.024
0.2825	-0.024
0.28375	-0.024
0.285	-0.02
0.28625	-0.02
0.2875	-0.02
0.28875	-0.02
0.29	-0.015
0.29125	-0.015
0.2925	-0.005
0.29375	-0.005
0.295	-0.01
0.29625	-0.01
0.2975	-0.01
0.29875	-0.01
0.3	-0.01
0.30125	-0.005
0.3025	-0.005
0.30375	-0.005
0.305	0
0.30625	0
0.3075	0
0.30875	0.005
0.31	0
0.31125	0.01
0.3125	0.005
0.31375	0.01
0.315	0.01
0.31625	0.015
0.3175	0.015
0.31875	0.015
0.32	0.02
0.32125	0.02
0.3225	0.02
0.32375	0.02
0.325	0.024
0.32625	0.024
0.3275	0.02
0.32875	0.02
0.33	0.015
0.33125	0.015
0.3325	0.01
0.33375	0.01
0.335	0.01
0.33625	0.01
0.3375	0.015
0.33875	0.015
0.34	0.015
0.34125	0.01
0.3425	0.015
0.34375	0.005
0.345	0.005
0.34625	0
0.3475	-0.005
0.34875	-0.005
0.35	-0.015
0.35125	-0.02
0.3525	-0.02
0.35375	-0.015
0.355	-0.02
0.35625	-0.02
0.3575	-0.029
0.35875	-0.034
0.36	-0.034
0.36125	-0.029
0.3625	-0.029
0.36375	-0.029
0.365	-0.024
0.36625	-0.024
0.3675	-0.024
0.36875	-0.024
0.37	-0.024
0.37125	-0.015
0.3725	-0.024
0.37375	-0.024
0.375	-0.02
0.37625	-0.02
0.3775	-0.015
0.37875	-0.02
0.38	-0.02
0.38125	-0.015
0.3825	-0.015
0.38375	-0.01
0.385	0
0.38625	0
0.3875	0
0.38875	0.01
0.39	0
0.39125	0
0.3925	-0.005
0.39375	-0.005
0.395	0
0.39625	0.01
0.3975	0.005
0.39875	0.005
0.4	0.01
0.40125	0.005
0.4025	0.01
0.40375	0.01
0.405	0.015
